"16";"8";"6";"7";"0";"75.28.7.245";"1190757545";"1";"0";"1";"1";"1";"0";;;"fer serious man, i haul tons of crap to the boulders too, the days before pads were a simpler time.";;"0";;"1wtl88k6";"1";"0";;"7";"0";"0"
"17";"3";"1";"5";"0";"72.130.9.169";"1190783308";"1";"0";"1";"1";"1";"0";;;"yall gotta buy me dinner before i'll let you slander me";;"0";;"5v4tqod7";"1";"0";;"5";"0";"0"
"18";"5";"1";"5";"0";"72.130.9.169";"1190783453";"1";"0";"1";"1";"1";"0";;;"like suitcase studies? I kinda like the ones with wheels!! Those are the kind us lazy boulderers would use.";;"0";;"2jpnlutg";"1";"0";;"5";"0";"0"
"19";"8";"6";"5";"0";"72.130.9.169";"1190783618";"1";"0";"1";"1";"1";"0";;;"that is because now [b:2fslovy9]rtm[/b:2fslovy9] is a huge poser now and only caries a camera, a reflector, and his goofy looks. <!-- s:lol: --><img src=\"{SMILIES_PATH}/icon_lol.gif\" alt=\":lol:\" title=\"Laughing\" /><!-- s:lol: -->";;"0";"QA==";"2fslovy9";"1";"0";;"5";"0";"0"
"20";"7";"6";"5";"0";"72.130.9.169";"1190783734";"1";"0";"1";"1";"1";"0";;;"who is that? sounds like your kind of date. (No offense christina)";;"0";"QA==";"3fggcksx";"1";"0";;"5";"0";"0"
"22";"9";"9";"3";"0";"75.80.236.132";"1190816926";"1";"0";"1";"1";"1";"0";;;"no kidding! I'm about to put Chad sending the guardrail up the pathway!

having the Tram closed for 2 week didn't help either.

asdfasdfasdf";;"0";"QA==";"3dqvkzk6";"1";"0";;"3";"0";"0"
"23";"5";"1";"3";"0";"75.80.236.132";"1190817079";"1";"0";"1";"1";"1";"0";;;"a crashpad with wheels - that would be sweet!";;"0";"QA==";"e7kxxmdz";"1";"0";;"3";"0";"0"
"24";"3";"1";"3";"0";"75.80.236.132";"1190817162";"1";"0";"1";"1";"1";"0";;;"[quote=&quot;PDrizzle&quot;:1g581fap]No, but I heard it's short and soft.[/quote:1g581fap]

with very few ascents

heh";;"0";"gA==";"1g581fap";"1";"0";;"3";"0";"0"
"25";"11";"6";"3";"0";"75.80.236.132";"1190817856";"1";"0";"1";"1";"1";"0";;"fluff";"I was looking at some magazine somewhere and there was a one page article of Lisa Rands climbing So High. The article spouted V6 like 8 times in two paragraphs. Uhh.. So High is V5, So High has always been a 5, prolly since before she was even born (B1). 

Do they think that calling it a 6 is really more credible than a 5? seriously?
Discrediting if you ask me

I see a trend here";;"0";"gA==";"k3s168kk";"1";"0";;"3";"0";"0"
"26";"3";"1";"5";"0";"72.130.9.169";"1190847671";"1";"0";"1";"1";"1";"1";;;"no free diner? Do you just like flashing me while we're climbing and then nothing after?";;"0";"gA==";"37ucq1nh";"1";"0";;"5";"0";"0"
"27";"11";"6";"5";"0";"72.130.9.169";"1190847940";"1";"0";"1";"1";"1";"1";;;"i've actually seen it in a book somewhere as v6. I thought you had downgraded it after all the times you jumped off and never sent. But hey, it's more a mental game than physical. I give it v5. If you need a shoulder to cry on, I'm here for you sunshine. <!-- swuss1 --><img src=\"{SMILIES_PATH}/11baby[1].gif\" alt=\"wuss1\" title=\"wussy\" /><!-- swuss1 -->";;"0";;"1dhtplt6";"1";"0";;"5";"0";"0"
"28";"8";"6";"5";"0";"72.130.9.169";"1190857250";"1";"0";"1";"1";"1";"1";;;"how long you been climbing anyway senior miramontes?";;"0";;"ap8bv8i1";"1";"0";;"5";"0";"0"
"29";"3";"1";"6";"0";"68.6.45.75";"1190959089";"1";"0";"1";"1";"1";"1";;;"You know what is rad? We are the only three people posting...
Anyway, ARon is actually a pimp.";;"0";;"2d8mopih";"1";"0";;"6";"0";"0"
"30";"5";"1";"6";"0";"68.6.45.75";"1190959164";"1";"0";"1";"1";"1";"1";;;"Case Studies are on the way...";;"0";;"39ak6xb1";"1";"0";;"6";"0";"0"
"31";"7";"6";"6";"0";"68.6.45.75";"1190959282";"1";"0";"1";"1";"1";"1";;;"Don't talk aboot Moms that way.";;"0";;"2wqqo0o2";"1";"0";;"6";"0";"0"
"32";"8";"6";"6";"0";"68.6.45.75";"1190959470";"1";"0";"1";"1";"1";"1";;;"I remember when we had to climb on glue-ups under the freeway before Rockreation was even a sparkle in Jeff Clapp's eye... Circa 1989";;"0";;"3ov9e98u";"1";"0";;"6";"0";"0"
"33";"3";"1";"5";"0";"72.130.9.169";"1190961753";"1";"0";"1";"1";"1";"1";;;"we'll prolly have a good 100 posts before someone else sees how cool this forum really is. . . <!-- sjoe1 --><img src=\"{SMILIES_PATH}/biggrinjester[1].gif\" alt=\"joe1\" title=\"wiseguy\" /><!-- sjoe1 -->";;"0";;"29xgy7cv";"1";"0";;"5";"0";"0"
"35";"8";"6";"3";"0";"75.80.236.132";"1190990178";"1";"0";"1";"1";"1";"0";;;"[quote=&quot;PDrizzle&quot;:2wigf1sr]I remember when we had to climb on glue-ups under the freeway before Rockreation was even a sparkle in Jeff Clapp's eye... Circa 1989[/quote:2wigf1sr]

under the 405 at Harbor baby

thats the first place I ever climbed!!!

then there was that huge roof near the 5 at Redhill - 

Harbor and Bastanchury - 

the riverbed behind Angel Stadium - 

Hart Park";;"0";"gA==";"2wigf1sr";"1";"0";;"3";"0";"0"
"37";"3";"1";"3";"0";"75.80.236.132";"1190990574";"1";"0";"1";"1";"1";"0";;;"thanks Piznizzie - 
for that list

I know that alot of people out there have opinions on this, I have heard people talk about it!

Post Up";;"0";"gA==";"2o88bu46";"1";"0";;"3";"0";"0"
"39";"13";"4";"3";"0";"75.80.236.132";"1190991357";"1";"0";"1";"1";"1";"0";;"Rockcity in Anaheim";"I hear that they have been expanding. Anyone been there lately?


&quot;the new expansion adds over 3,000 sq ft of climbing to our existing 6,500
sq ft.  15 ft high top out boulder, huge overhanging boulder/lead wall,
observation deck , more tunnels (including a slide)!&quot;

I was wondering about the slide?";;"0";"gA==";"16vv9gjo";"1";"0";;"3";"0";"0"
"40";"7";"6";"3";"0";"75.80.236.132";"1190991500";"1";"0";"1";"1";"1";"0";;;"I noe he's lurking around here somewhere.

post up!!!";;"0";"gA==";"3honivts";"1";"0";;"3";"0";"0"
"42";"8";"6";"5";"0";"72.130.9.169";"1190997253";"1";"0";"1";"1";"1";"1";;;"highway 62 bridge on the way out of morongo - for when jtree isn't working out";;"0";"gA==";"xjaxmf4z";"1";"0";;"5";"0";"0"
"44";"13";"4";"8";"0";"128.54.224.198";"1191011881";"1";"0";"1";"1";"1";"0";;;"Don't know about construction, but here's the dl on the comp:
Oct 6 check in at 9am
30 to preregister
Comp runs 10am-1pm
Based on previous years it's probably redpoint, top five problems scored with judges";;"0";"gA==";"afa9juc5";"1";"0";;"8";"0";"0"
"45";"13";"4";"5";"0";"72.130.9.169";"1191047592";"1";"0";"1";"1";"1";"1";;;"Evidently they have already started setting. we had a guy swing buy rockreation (CM) this afternoon who said the new area looks pretty sick but he couldn't climb on it for the next week due to the setting. Kind of a long time to set (we usually take 2 days and nights due to retarded &quot;rockreation politics&quot;), but hopefully they'll be good problems.";;"0";"gA==";"lgopufcp";"1";"0";;"5";"0";"0"
"47";"3";"1";"10";"0";"69.224.33.154";"1191250608";"1";"0";"1";"1";"1";"0";;"Top 50";"All right.  All Right.  This is for you three posers I mean posters who seem to be out there.  For what it's worth here is my top 25.

1.  Sword of Damocles V8  Horse Flats
2.  Iron Resolution V13 Josh
3.  Vanishing Point V9  Tram
4.  Dark Matter V10  Josh
5.  Alexandria  V7  Josh
6.  Snowblind  V8  Tram
7.  South Ridge Arete  V5  Idyllwild
8.  Slashface  V3  Josh
9.  Bang On  V12  Black Mtn.
10.  Somewhere in Time V13  Tram
11.  My Infested Destiny  V7  Tram
12.  Emerald City  V0  Tram
13.  Dissing Euros  V4  Pine Mtn.
14.  Green Hornet  V5  Tram
16.  All Washed Up  V6 Tram
17.  Gluttony  V8  Tram
18.  Smooth Criminal  V7  Brickyard
19.  Psyche  V4  Josh
20.  JBMFP  V5  Josh
21.  Standing on the Head of the Dragon  V4  Tram
22.  Dancing Outlaw  V8  Brickyard
23.  Planet X  V6  Josh
24.  Solitude  V8  Tram
25.  Sock Hop  V5  Pine Mtn.";;"0";"gA==";"2divrrku";"1";"0";;"10";"0";"0"
"48";"14";"6";"3";"0";"75.80.236.132";"1191258131";"1";"0";"1";"1";"1";"0";;"V11 at Stoney?";"A couple of months ago Laura Griffiths told me that she put up a V11 traverse at Stoney Point. I think she called it White Angel. Anybody seen or heard anything about it??";;"0";"gA==";"378rc22w";"1";"0";;"3";"0";"0"
"49";"8";"6";"3";"0";"75.80.236.132";"1191258325";"1";"0";"1";"1";"1";"0";;;"[quote=&quot;a.ron&quot;:171ppni6]how long you been climbing anyway senior miramontes?[/quote:171ppni6]

longer than you, boy

thats all you need to know!";;"0";"gA==";"171ppni6";"1";"0";;"3";"0";"0"
"51";"3";"1";"9";"0";"68.4.23.56";"1191330757";"1";"0";"1";"1";"1";"0";;"Top 50";"I believe Misfire is the best of them all. Good luck, By the way are there only 4 people posting here?";;"0";"gA==";"1wnh9u7m";"1";"0";;"9";"0";"0"
"52";"3";"1";"3";"0";"75.80.236.132";"1191336691";"1";"0";"1";"1";"1";"0";;;"hey, didn't Fred Nicole put that one up?";;"0";"gA==";"r92fic9u";"1";"0";;"3";"0";"0"
"55";"8";"6";"5";"0";"72.130.9.169";"1191398284";"1";"0";"1";"1";"1";"1";;;"pdrizzle, you believe him? 

I think I got 11 years under my belt. Not entirely sure, could be a couple more. 

so come on gramps, how many years you been climbing?";;"0";"gA==";"18z8hmb6";"1";"0";;"5";"0";"0"
"56";"3";"1";"9";"0";"68.4.23.56";"1191416382";"1";"0";"1";"1";"1";"0";;"Top 50";"Fred could not climb it. It is too technical.";;"0";"gA==";"6xl639gq";"1";"0";;"9";"0";"0"
"57";"15";"6";"3";"0";"75.80.236.132";"1191449764";"1";"0";"1";"1";"1";"0";;"Biggest Sandbag!";"I'm a bit undecided, but I think it could be Pumping Monzonite or Y2K, both at Jtree


...then again, I keep hearing about that Clawing at the Belly of the Beast";;"0";"gA==";"wgx6essa";"1";"0";;"3";"0";"0"
"58";"3";"1";"3";"0";"75.80.236.132";"1191449839";"1";"0";"1";"1";"1";"0";;;"how do you train for something like that?

the driving range?";;"0";"gA==";"3b2bwwm8";"1";"0";;"3";"0";"0"
"59";"8";"6";"3";"0";"75.80.236.132";"1191450379";"1";"0";"1";"1";"1";"0";;;"so uhh, I remember when carrying a square of carpet was all the rage. You'd throw down your square and start wiping your feet on it, thats how everybody knew that you were serious. It got so bad though, you could find a square of carpet laying around the base of just about every boulder. On a rare occasion now you might find one, buried in the dirt or stuffed in some bushes. Kinda like finding shards of pottery or something.";;"0";"gA==";"lzlqn58h";"1";"0";;"3";"0";"0"
"60";"8";"6";"10";"0";"69.224.33.154";"1191468932";"1";"0";"1";"1";"1";"0";;"I remember when...........";"I sewed my first crash pad together with carpet and carpet padding.  It was huge, and i used to lug it all over the Buttermilks when there was nobody there.  How long have I been climbing?";;"0";"gA==";"3085c2g6";"1";"0";;"10";"0";"0"
"61";"15";"6";"5";"0";"72.130.9.169";"1191476896";"1";"0";"1";"1";"1";"1";;;"I hear you wrote a guide book. Couldn't you have fixed the problem there? 

I think Scatterbrain (v6) is maybe just a little sandbagged. Buck thinks the yabolator (v6) is &quot;freakin hard.&quot; 

Everybody else chime in. . . . 'all four of ya'";;"0";"gA==";"4ur4kccv";"1";"0";;"5";"0";"0"
"62";"16";"4";"13";"0";"75.213.93.98";"1191477126";"1";"0";"1";"1";"1";"1";;"New Climbing Gym In Riverside THRESH | HOLD";"31 FT Ceilings, Bad ass routes, roof section, free standing boulders, full training center, yoga room, BBQ's, bangin stereo. Cheaper memberships than any other gym. BOOYA

climbthreshhold.com
<!-- w --><a class=\"postlink\" href=\"http://www.myspace.com/climbthreshhold\">http://www.myspace.com/climbthreshhold</a><!-- w -->";;"0";"gA==";"w2slv7qg";"1";"0";;"13";"0";"0"
"63";"17";"1";"10";"0";"69.224.33.154";"1191549571";"1";"0";"1";"1";"1";"0";;"Best So Cal Area";"What is the best bouldering area in So Cal.  I believe that Tram has no equal.  What does everyone else think.  Josh?  Black Mtn.?  Rubidoux???  Lets hear it, or does nobody actually climb who visits this site.";;"0";"gA==";"1uiq5wz0";"1";"0";;"10";"0";"0"
"64";"3";"1";"9";"0";"68.4.23.56";"1191588582";"1";"0";"1";"1";"1";"0";;"Top 50";"Chicken wings, beer nuts and a little magic. Rumor has it still only two ascents.";;"0";"gA==";"3kvtj3wp";"1";"0";;"9";"0";"0"
"65";"8";"6";"9";"0";"68.4.23.56";"1191589447";"1";"0";"1";"1";"1";"0";;"Old School";"I remember taking an old body board to Hueco and using that as a crash pad. That was the good old days. When you were at the park and one guy in the whole place could climb V8 and everybody else huddled around some crimpy V4 project.";;"0";"gA==";"qc1l3ld2";"1";"0";;"9";"0";"0"
"66";"17";"1";"3";"0";"75.80.236.132";"1191595479";"1";"0";"1";"1";"1";"0";;;"I would have to say that Tram is the future of SoCal bouldering. 10 years from now, Tram will prolly be one of the top areas in the entire U.S.

The only area to come close is the Underground of JTree, that area is more unique than anything else, albiet somewhat limited.

..then again, there is Flattop!";;"0";"gA==";"2ewwb8a7";"1";"0";;"3";"0";"0"
"67";"3";"1";"3";"0";"75.80.236.132";"1191595606";"1";"0";"1";"1";"1";"0";;;"and the second ascent by this dubious character known only as Mullet";;"0";"gA==";"2l0k2y57";"1";"0";;"3";"0";"0"
"68";"17";"1";"11";"0";"72.130.153.175";"1191598577";"1";"0";"1";"1";"1";"0";;;"Tram = best in So Cal although I have to say my love for Black has been revived.  Josh is so picturesque but best saved for pissy old schoolers.

Tram as one of the top in the country in 10 years?????? Oh, hell no. come on now rtm -- trying to stir up some tram guide sales?";;"0";"gA==";"1u6op38q";"1";"0";;"11";"0";"0"
"69";"17";"1";"10";"0";"69.224.33.154";"1191632968";"1";"0";"1";"1";"1";"0";;;"RTM may be trying to pimp his guide, but he is right.  If Tram development continues at the rate it has, and we see more hard climbers on the mountain the possibilities are staggering.  The amount of problems left at Tram are limited only by the distance you are willing to walk.  There is room for thousands of prolems left.  If that potential is tapped in the next 10 years Tram will not only be on of the top spots in the states, but could become a waorld wide destination spot.  Long climbing season, great weather, no access issues (so far), and unlimited potential.  What more could you ask for?";;"0";"gA==";"22y6p883";"1";"0";;"10";"0";"0"
"70";"17";"1";"10";"0";"69.224.33.154";"1191633125";"1";"0";"1";"1";"1";"0";;;"And oh yeah killer stone.  Tram has that too!";;"0";"gA==";"1pbxbend";"1";"0";;"10";"0";"0"
"71";"3";"1";"6";"0";"68.6.45.75";"1191651575";"1";"0";"1";"1";"1";"1";;"Re: Top 50";"[quote=&quot;SupaFreaky&quot;]All right.  All Right.  This is for you three posers I mean posters who seem to be out there.  For what it's worth here is my top 25.

That is a very good list... 
Totally forgot about Iron Resolution - BRILLIANT. Must train.";;"0";;"1ofsvhxe";"1";"0";;"6";"0";"0"
"72";"18";"9";"6";"0";"68.6.45.75";"1191651786";"1";"0";"1";"1";"1";"1";;"Front Page Photos";"What the F&amp;*K is an East Coast kid doing on the front page of SoCalbouldering?
Maybe we should support the peeps that live here and actually climb the things they pose on.
 <!-- s:twisted: --><img src=\"{SMILIES_PATH}/icon_twisted.gif\" alt=\":twisted:\" title=\"Twisted Evil\" /><!-- s:twisted: -->";;"0";;"16ywmwd8";"1";"0";;"6";"0";"0"
"73";"11";"6";"6";"0";"68.6.45.75";"1191652299";"1";"0";"1";"1";"1";"1";;;"Total bad ass posting score - A.Ron 1 , RTM 0
Somebody (who hasn't sent) actually said the same exact thing to me.
&quot;Good job bro... That thing is more mental than physical.&quot;
My response - Then go climb it.  

Regarding the &quot;fluff,&quot; we should probably just give props to anyone who tops out on So High, whatever they think the grade is...";;"0";;"1isc4tqw";"1";"0";;"6";"0";"0"
"74";"17";"1";"6";"0";"68.6.45.75";"1191652431";"1";"0";"1";"1";"1";"1";;;"Your forgetting the next generation's bouldering meca:
Pirate's Cove bitches.
World Class bouldering on the beyach above dirty diapers and syringes...
Duh.";;"0";;"qejx9hyh";"1";"0";;"6";"0";"0"
"75";"17";"1";"6";"0";"68.6.45.75";"1191652783";"1";"0";"1";"1";"1";"1";;;"Anyone else?";;"0";;"hqhdsv6x";"1";"1191779223";;"6";"2";"0"
"76";"8";"6";"6";"0";"68.6.45.75";"1191653085";"1";"0";"1";"1";"1";"1";;;"I remember when the Gilbert Bros' balls hadn't dropped yet and we all pitched in to get them climbing shoes because they didn't have any...  It's funny how so many climbers forget where they came from and who helped them along the way.
Speaking of which, I don't think there is a single climber coming out of the O.C. in the past 10 years that wasn't influenced or mentored by Mulligan in some way.
Mad props to Rob M.";;"0";;"2r356nqe";"1";"0";;"6";"0";"0"
"77";"18";"9";"10";"0";"69.224.56.126";"1191691250";"1";"0";"1";"1";"1";"0";;;"PDrizzle I could'nt agree more.  Get those East Coast posers out.  And since when are the Happies in SoCal?";;"0";;"3c8g1g14";"1";"0";;"10";"0";"0"
"79";"18";"9";"6";"0";"68.6.45.75";"1191731580";"1";"0";"1";"1";"1";"1";;;"That is a great question... I've always considered Bishop part of SoCal.  
Since we climbed in Bish about as much as any other local crag I've always thought of it as a Southern Cali area.
Thoughts?";;"0";;"307gd7sa";"1";"0";;"6";"0";"0"
"80";"18";"9";"10";"0";"69.224.56.126";"1191768071";"1";"0";"1";"1";"1";"0";;;"Is'nt So Cal supposed to be in the southern part of California?  Was I absent that day in school?";;"0";;"24fyd534";"1";"0";;"10";"0";"0"
"81";"18";"9";"6";"0";"68.6.45.75";"1191778319";"1";"0";"1";"1";"1";"1";;;"So where is the Southern Cali border?
I don't remeber that Geography hot topic either.";;"0";;"369gwt70";"1";"0";;"6";"0";"0"
"82";"15";"6";"6";"0";"68.6.45.75";"1191778678";"1";"0";"1";"1";"1";"1";;;"Powerglide V6 at Stoney.  Pringle had to redpoint the damn thing...
Consesus is V8
Has anyone actually seen an ascent of the Yabolator?
Pumping Monzonite feels a bit a baggy.";;"0";;"1bvhhzgi";"1";"0";;"6";"0";"0"
"83";"17";"1";"6";"0";"68.6.45.75";"1191779051";"1";"0";"1";"1";"1";"1";;;"Sarcasm doesn't seem to work over the internet...
I'd have to vote for the Tram or Black.";;"0";;"1xip69hl";"1";"0";;"6";"0";"0"
"84";"17";"1";"10";"0";"69.224.56.126";"1191798982";"1";"0";"1";"1";"1";"0";;;"PDrizzle I forgot about the mecca that is Pirate's Cove.  Just came back from there as a matter of fact.  Nice Santa Ana winds today.  BTW what's up with those ratings on your vid for Not Even and Anabel.  Those problems are V2 and V3 respectively at most.  WTF?";;"0";;"pl3fwa9t";"1";"0";;"10";"0";"0"
"85";"15";"6";"10";"0";"69.224.56.126";"1191799462";"1";"0";"1";"1";"1";"0";;;"RTM i think Psyche is prolly pretty bagged at V4, and Misfire is pretty damn near impossible whatever the grade. That move seems like it should be easy, but somhow never is.  I also agree with Y2K, but Pumping Monzonite seems about right at V7.";;"0";;"7ostme3a";"1";"0";;"10";"0";"0"
"86";"18";"9";"5";"0";"71.102.47.2";"1191810937";"1";"0";"1";"1";"1";"1";;;"i believe the border is on the southern most part of NorCal. I could be wrong.";;"0";;"25jchsw0";"1";"0";;"5";"0";"0"
"87";"17";"1";"3";"0";"75.80.236.132";"1191811220";"1";"0";"1";"1";"1";"0";;;"hey, I may be over-enthusiastic at times, but I assure you all that book sales are not a big concern of mine

If I were in this for money, then I probably would not do it at all!
flippin burgers at McDonalds would probably be more lucrative

as for Tram - its going to be huge";;"0";;"mhylyoz8";"1";"0";;"3";"0";"0"
"88";"8";"6";"5";"0";"71.102.47.2";"1191811373";"1";"0";"1";"1";"1";"1";;;"he is the rock sensei!!  While not originally from behind the orange curtain, I have learned many a things from senior mulligan. Now he's all confused and moving to Colorado though. All the kids will go back to their non technical footloose ways of hang and pull. What will the world come to? We must find a new super hero to turn to. . .";;"0";;"1xwn21vf";"1";"0";;"5";"0";"0"
"89";"17";"1";"5";"0";"71.102.47.2";"1191811518";"1";"0";"1";"1";"1";"1";;;"I think rtm is just spouting off about areas he's had a heavy hand in developing. Although tram is pretty good, and anywhere in Josh is fantastic (minus the choss). Black is good as well.";;"0";;"34rw6olk";"1";"0";;"5";"0";"0"
"90";"18";"9";"3";"0";"75.80.236.132";"1191811552";"1";"0";"1";"1";"1";"0";;;"I don't really consider Bishop to be in SoCal, but I think its close enough to be included in SoCalbouldering.com

Also Yosemite and Kraft boulders/Vegas";;"0";;"824ytdqm";"1";"0";;"3";"0";"0"
"91";"15";"6";"3";"0";"75.80.236.132";"1191812271";"1";"0";"1";"1";"1";"0";;;"[quote=&quot;a.ron&quot;:27y3yt7k]I hear you wrote a guide book. Couldn't you have fixed the problem there? 
[/quote:27y3yt7k]

Consensus rules in my guides

i try to keep my personal influence to a minimum";;"0";"gA==";"27y3yt7k";"1";"0";;"3";"0";"0"
"92";"11";"6";"3";"0";"75.80.236.132";"1191813460";"1";"0";"1";"1";"1";"0";;;"first off, I am not giving you guys my personal opinion of what I think the climb is rated. I am reciting the consensus rating from over 30 years of people climbing the thing. You don't call Full Service V11, you don't call High Plains Drifter V8, and you don't call So High V6. This isn't 8a.nu, you can't just go around throwing out any number you feel like. 

So High wasn't even the point of my rant. I was bashing the article itself, the person who wrote, and the magazine that published it. These people in the media should be obligated to report accurate information. Are we really going to respect Lisa for climbing a V6 more than a V5...please. And did they really have to spew the rating that many times, did they want to make sure that we didn't forget that she was climbing a V6";;"0";"gA==";"velqxumx";"1";"0";;"3";"0";"0"
"2399";"17";"1";"656";"0";"76.175.127.204";"1208613358";"1";"0";"1";"1";"1";"1";;"Re:";"[quote=&quot;socalbolter&quot;:g7cyvczr]None of them would qualify as anything much anymore, but prior to the bridge glue-ups and the gyms that came after them, these were the only urban practice spots.

Most of these (and many more) were detailed in Randy Vogel's Hunk Guide back in the 80's.  Most of them were solitary boulders of questionable quality.  At least some of them are now surrounded by homes and others have been mostly forgotten altogether.

Buffalo Chip - Irvine
Blackstar Boulder - Blackstar Canyon
Edger's Paradise - Orange
Turtle Rock - Irvine
El Cariso - Ortega Canyon
Nuevo - Perris[/quote:g7cyvczr]


El car is def. not a single boulder....and should never be forgotten.......there is so much there under all that dense overgrowth.......not to mention the history....we climbed there for several years in the early 90's...many old routes and a huge amount of new ones....its a great spot if your a true hardcore.....watch out for the big cats though.....old underground guidebooks can still be found....ours had over 200 routes listed";"d1e2fd596849c921eae141c0baf3d947";"0";"gA==";"g7cyvczr";"1";"0";;"0";"0";"0"
"94";"18";"9";"3";"0";"75.80.236.132";"1191856763";"1";"0";"1";"1";"1";"0";;;"oh yea, Ivan called

he's gonna kick all of your asses";;"0";"gA==";"1ybx47zt";"1";"0";;"3";"0";"0"
"95";"19";"6";"3";"0";"75.80.236.132";"1191856904";"1";"0";"1";"1";"1";"0";;"Kick me in the nuts";"I deserve it - 

I don't have a case study for this week

damn daily tram problems are workin me!";;"0";"gA==";"3o1cyvvh";"1";"0";;"3";"0";"0"
"96";"17";"1";"3";"0";"75.80.236.132";"1191857008";"1";"0";"1";"1";"1";"0";;;"Ironman at Corona Del Mar is rad

I don't know what you guys are talking about";;"0";"gA==";"1z2i9irk";"1";"0";;"3";"0";"0"
"97";"13";"4";"3";"0";"75.80.236.132";"1191883550";"1";"0";"1";"1";"1";"0";;;"so how was the comp?";;"0";"gA==";"zglo7yhq";"1";"0";;"3";"0";"0"
"98";"17";"1";"16";"0";"68.5.54.187";"1191887979";"1";"0";"1";"1";"1";"0";;;"Easy - The Tram is clearly the best, with Black Mountain next, and then the Santa Barbara sandstone grouping.

While The Underground is great, the long approach and variable rock quality detracts from the overall quality.

So Cal as a whole is full of &quot;almost&quot; great areas though, including several secret or lesser known areas.";;"0";"gA==";"3osmio4l";"1";"0";;"16";"0";"0"
